attendance_id,dli_number,parade_date,attendance_status,late_status,excused_leave
ATT03917,DLI23SDA000043,2024-10-20,Present,NO,No
ATT04950,DLI23SDA000064,2025-12-08,Present,N,NO
ATT04958,DLI23SDA000064,2026-03-28,Present,NO,No
ATT09915,DLI25SDA000046,2026-02-28,Present,No,NO
ATT01783,DLI22SDA000067,2024-08-04,Present,No,No
ATT10639,DLI26SDA000039,2026-07-11,Absent,N,N
ATT02527,DLI23SDA000014,2024-10-31,Present,Yes,No
ATT02586,DLI23SDA000015,2025-04-12,Present,N,No
ATT03785,DLI23SDA000040,2025-03-29,Present,no,N
ATT02837,DLI23SDA000020,2025-11-15,Present,No,NO
ATT10280,DLI25SDA000061,2026-05-02,PRESENT,no,N
ATT01415,DLI22SDA000053,2024-10-20,present,Yes,no
ATT09550,DLI25SDA000031,2026-01-03,Present,NO,N
ATT09210,DLI25SDA000017,2025-10-05,Present,No,No
ATT00519,DLI22SDA000020,2024-09-08,Present,NO,No
ATT10170,DLI25SDA000057,2025-10-05,Present,Yes,no
ATT03390,DLI23SDA000032,2024-10-26,Present,YES,NO
ATT09282,DLI25SDA000020,2025-10-05,Present,no,No
ATT03003,DLI23SDA000024,2024-10-04,Present,NO,No
ATT06709,DLI24SDA000029,2025-09-21,Present,no,No
ATT06975,DLI24SDA000034,2026-02-28,P,NO,NO
ATT07351,DLI24SDA000042,2024-10-13,Present,No,No
ATT00986,DLI22SDA000037,2024-11-10,Present,NO,no
ATT03177,DLI23SDA000027,2026-01-24,Present,N,No
ATT04223,DLI23SDA000049,2025-08-24,Present,No,No
ATT09276,DLI25SDA000019,2026-07-25,Present,no,No
ATT00529,DLI22SDA000020,2024-11-30,Present,no,No
ATT06746,DLI24SDA000030,2024-12-07,present,N,No
ATT07441,DLI24SDA000043,2026-07-11,Present,N,No
ATT04486,DLI23SDA000055,2024-08-24,Present,No,no
ATT06051,DLI24SDA000016,2025-12-08,Present,No,No
ATT06955,DLI24SDA000034,2025-03-02,Present,N,no
ATT03536,DLI23SDA000035,2024-11-10,PRESENT,No,N
ATT02114,DLI23SDA000005,2025-09-28,PRESENT,No,N
ATT03915,DLI23SDA000043,2024-10-04,Absent,N,Yes
ATT00237,DLI22SDA000009,2025-02-01,Present,yes,No
ATT01728,DLI22SDA000064,2025-05-10,Present,No,no
ATT02873,DLI23SDA000021,2025-03-29,P,N,NO
ATT03677,DLI23SDA000038,2024-10-20,Present,No,no
ATT02205,DLI23SDA000007,2025-05-10,Present,no,N
ATT05306,DLI24SDA000002,2024-09-01,Present,NO,No
ATT04119,DLI23SDA000047,2025-02-01,Present,no,N
ATT02355,DLI23SDA000010,2025-10-05,Present,YES,NO
ATT07379,DLI24SDA000042,2026-01-17,Present,No,no
ATT09575,DLI25SDA000032,2026-01-17,Present,No,No
ATT07647,DLI24SDA000047,2026-07-25,Present,no,no
ATT04108,DLI23SDA000047,2024-10-13,present,N,NO
ATT07371,DLI24SDA000042,2025-09-06,Absent,no,No
ATT10407,DLI25SDA000067,2025-09-06,Present,N,No
ATT01939,DLI23SDA000002,2024-08-04,Present,N,NO
ATT00966,DLI22SDA000036,2025-02-01,Present,N,No
ATT00621,DLI22SDA000023,2025-05-10,Absent,no,No
ATT03215,DLI23SDA000028,2025-08-24,Present,No,No
ATT02901,DLI23SDA000022,2024-08-17,Present,NO,no
ATT06498,DLI24SDA000025,2025-04-12,P,N,No
ATT01225,DLI22SDA000046,2024-10-13,Present,No,no
ATT08669,DLI24SDA000068,2024-08-08,Present,N,No
ATT04777,DLI23SDA000061,2024-09-14,Present,NO,no
ATT09231,DLI25SDA000018,2025-09-06,Present,No,N
ATT05138,DLI23SDA000068,2025-09-28,Present,N,No
ATT02714,DLI23SDA000018,2024-09-22,Present,NO,no
ATT10094,DLI25SDA000054,2025-08-24,Present,No,No
ATT08360,DLI24SDA000061,2026-07-18,Present,no,No
ATT02408,DLI23SDA000011,2026-01-17,P,N,N
ATT03116,DLI23SDA000026,2025-05-03,Present,N,No
ATT09657,DLI25SDA000035,2026-05-17,present,No,NO
ATT03504,DLI23SDA000034,2025-09-06,Present,N,no
ATT00798,DLI22SDA000030,2024-11-17,Absent,No,N
ATT10691,DLI26SDA000056,2026-07-18,P,No,No
ATT10085,DLI25SDA000053,2026-03-28,Present,no,N
ATT03680,DLI23SDA000038,2024-11-10,Present,No,No
ATT01770,DLI22SDA000066,2024-11-17,Present,no,no
ATT09918,DLI25SDA000046,2026-04-18,Present,No,No
ATT07064,DLI24SDA000036,2025-08-24,present,N,NO
ATT01960,DLI23SDA000002,2025-03-02,Present,No,no
ATT02774,DLI23SDA000019,2025-01-26,Absent,N,no
ATT01195,DLI22SDA000045,2024-09-14,Absent,No,N
ATT02122,DLI23SDA000005,2026-01-31,Present,yes,No
ATT04081,DLI23SDA000046,2025-09-21,Present,N,No
ATT02872,DLI23SDA000021,2025-03-02,Absent,NO,Yes
ATT06810,DLI24SDA000031,2025-09-06,Present,no,no
ATT05107,DLI23SDA000068,2024-08-04,Present,NO,no
ATT04177,DLI23SDA000048,2025-09-21,Absent,NO,No
ATT00674,DLI22SDA000025,2025-05-03,Present,yes,NO
ATT07549,DLI24SDA000046,2024-08-24,Present,No,No
ATT08595,DLI24SDA000066,2025-09-06,present,Y,N
ATT04417,DLI23SDA000053,2025-09-21,PRESENT,No,no
ATT02687,DLI23SDA000017,2025-08-24,Present,N,No
ATT07450,DLI24SDA000044,2024-09-14,Present,NO,No
ATT00409,DLI22SDA000016,2024-08-24,Present,NO,N
ATT03740,DLI23SDA000039,2025-05-03,present,N,N
ATT06748,DLI24SDA000030,2025-01-05,Absent,N,No
ATT01037,DLI22SDA000039,2024-10-20,Present,No,NO
ATT08913,DLI25SDA000004,2026-05-17,Present,No,no
ATT09622,DLI25SDA000034,2026-01-03,Absent,No,yes
ATT03179,DLI23SDA000027,2026-02-08,Present,No,NO
ATT06428,DLI24SDA000024,2024-09-01,Absent,No,No
ATT05584,DLI24SDA000007,2025-08-17,Present,N,No
ATT02686,DLI23SDA000017,2025-08-17,Present,no,N
ATT07602,DLI24SDA000047,2024-09-08,Present,No,No
ATT09471,DLI25SDA000028,2025-09-06,Present,No,no
ATT05084,DLI23SDA000067,2025-05-03,present,NO,No
ATT01675,DLI22SDA000063,2024-08-04,Present,No,no
ATT09038,DLI25SDA000010,2025-08-24,Absent,no,No
ATT06494,DLI24SDA000025,2025-01-26,Present,No,N
ATT04201,DLI23SDA000049,2024-09-14,Present,No,No
ATT09300,DLI25SDA000020,2026-07-25,Present,Yes,N
ATT08977,DLI25SDA000007,2026-01-31,Present,No,no
ATT07761,DLI24SDA000050,2024-10-26,Present,NO,no
ATT05187,DLI23SDA000069,2025-10-05,Present,No,No
ATT05812,DLI24SDA000012,2024-08-04,Present,N,No
ATT06765,DLI24SDA000030,2025-12-08,Present,No,No
ATT00154,DLI22SDA000006,2025-01-05,Present,no,No
ATT03530,DLI23SDA000035,2024-09-22,Absent,No,No
ATT08681,DLI24SDA000068,2024-11-10,Present,No,No
ATT02235,DLI23SDA000008,2024-10-04,Present,No,No
ATT10857,DLI23SDA009405,2025-01-05,absent,Yes,Yes
ATT04461,DLI23SDA000054,2025-05-10,Present,no,N
ATT06127,DLI24SDA000018,2024-10-13,Present,No,No
ATT00593,DLI22SDA000022,2025-05-03,Absent,No,YES
ATT04131,DLI23SDA000047,2025-10-05,Present,No,N
ATT05902,DLI24SDA000013,2026-01-31,Present,no,no
ATT08286,DLI24SDA000060,2025-05-10,Present,No,N
ATT04041,DLI23SDA000045,2026-01-24,Absent,NO,yes
ATT07120,DLI24SDA000037,2025-10-16,Present,No,No
ATT07507,DLI24SDA000045,2024-10-31,Present,NO,N
ATT00688,DLI22SDA000026,2024-10-31,Present,yes,N
ATT01331,DLI22SDA000050,2024-09-22,Present,N,NO
ATT06193,DLI24SDA000019,2025-04-27,Absent,N,Y
ATT02674,DLI23SDA000017,2024-11-30,Absent,No,YES
ATT02257,DLI23SDA000008,2025-09-21,Present,No,No
ATT08293,DLI24SDA000060,2025-10-16,Present,NO,NO
ATT07661,DLI24SDA000048,2024-11-10,Present,No,No
ATT02195,DLI23SDA000007,2024-12-07,Present,No,No
ATT00041,DLI22SDA000002,2024-11-10,Present,No,N
ATT09861,DLI25SDA000044,2025-12-08,PRESENT,No,No
ATT00545,DLI22SDA000021,2024-09-01,Present,NO,no
ATT01516,DLI22SDA000057,2024-08-24,Absent,N,No
ATT06269,DLI24SDA000020,2026-07-18,Present,no,NO
ATT07220,DLI24SDA000039,2025-09-28,Present,NO,No
ATT03162,DLI23SDA000027,2025-04-12,Present,No,N
ATT08578,DLI24SDA000066,2024-10-31,Present,No,N
ATT09163,DLI25SDA000015,2025-10-16,PRESENT,no,No
ATT05278,DLI24SDA000001,2025-08-17,P,No,No
ATT07524,DLI24SDA000045,2025-09-06,Present,no,No
ATT08374,DLI24SDA000062,2024-10-31,P,N,no
ATT10241,DLI25SDA000060,2025-09-28,Present,No,No
ATT00048,DLI22SDA000002,2025-02-01,Present,No,NO
ATT02012,DLI23SDA000003,2025-05-03,Present,No,No
ATT01460,DLI22SDA000055,2024-08-08,present,No,No
ATT00998,DLI22SDA000037,2025-05-03,Present,No,No
ATT04214,DLI23SDA000049,2025-01-26,Absent,no,Yes
ATT04893,DLI23SDA000063,2025-05-10,Present,Yes,NO
ATT02062,DLI23SDA000004,2025-08-17,Present,N,No
ATT05637,DLI24SDA000008,2025-09-06,Absent,no,No
ATT07434,DLI24SDA000043,2026-02-28,Present,No,No
ATT08119,DLI24SDA000057,2024-10-31,PRESENT,NO,NO
ATT02462,DLI23SDA000012,2026-03-28,Present,no,No
ATT07563,DLI24SDA000046,2024-12-15,Present,N,no
ATT04616,DLI23SDA000057,2026-01-17,Present,No,NO
ATT03012,DLI23SDA000024,2024-12-15,Present,no,No
ATT07111,DLI24SDA000037,2025-04-27,Present,N,no
ATT08687,DLI24SDA000068,2025-01-26,Present,NO,no
ATT09235,DLI25SDA000018,2025-10-16,Present,no,No
ATT03840,DLI23SDA000041,2025-09-06,Present,N,N
ATT05677,DLI24SDA000009,2025-01-05,Present,YES,no
ATT00832,DLI22SDA000031,2025-03-02,Absent,N,NO
ATT03594,DLI23SDA000036,2025-04-12,P,N,NO
ATT10744,DLI23SDA008782,2025-08-17,absent,Y,N
ATT10537,DLI26SDA000005,2026-07-11,PRESENT,No,NO
ATT07260,DLI24SDA000040,2025-02-01,Present,no,No
ATT03857,DLI23SDA000041,2026-05-02,Present,NO,No
ATT08930,DLI25SDA000005,2026-02-08,Present,No,N
ATT02393,DLI23SDA000011,2025-03-29,Present,NO,NO
ATT09035,DLI25SDA000009,2026-07-18,Absent,no,no
ATT06130,DLI24SDA000018,2024-10-31,Present,No,No
ATT06799,DLI24SDA000031,2025-01-05,Present,No,NO
ATT02995,DLI23SDA000024,2024-08-04,Present,Yes,NO
ATT08699,DLI24SDA000068,2025-09-28,Present,N,NO
ATT04172,DLI23SDA000048,2025-05-03,Present,NO,no
ATT09516,DLI25SDA000029,2026-07-25,Present,No,N
ATT07462,DLI24SDA000044,2025-01-05,Present,no,NO
ATT03159,DLI23SDA000027,2025-02-01,Present,No,no
ATT03066,DLI23SDA000025,2025-04-12,Present,NO,NO
ATT00902,DLI22SDA000034,2024-10-20,Present,No,No
ATT05487,DLI24SDA000005,2025-10-05,Present,No,No
ATT07991,DLI24SDA000054,2026-01-17,Present,NO,NO
ATT07154,DLI24SDA000038,2024-12-07,PRESENT,No,no
ATT02226,DLI23SDA000007,2026-05-17,PRESENT,no,No
ATT05270,DLI24SDA000001,2025-01-26,Present,No,no
ATT01065,DLI22SDA000040,2024-10-26,Present,NO,N
ATT01258,DLI22SDA000047,2024-11-30,Present,No,NO
ATT02221,DLI23SDA000007,2026-03-21,Present,No,N
ATT03082,DLI23SDA000025,2026-01-31,Present,No,No
ATT10909,DLI23SDA009136,2025-09-28,A,No,Yes
ATT00387,DLI22SDA000015,2024-10-04,Present,N,NO
ATT02222,DLI23SDA000007,2026-03-28,Present,No,No
ATT06829,DLI24SDA000031,2026-07-11,Present,NO,NO
ATT04557,DLI23SDA000056,2025-05-10,Present,no,No
ATT10314,DLI25SDA000063,2025-10-05,A,No,NO
ATT03433,DLI23SDA000033,2024-09-14,Present,No,NO
ATT05304,DLI24SDA000002,2024-08-17,Present,no,No
ATT08781,DLI24SDA000070,2024-10-26,Present,N,No
ATT00899,DLI22SDA000034,2024-09-22,Present,NO,no
ATT09168,DLI25SDA000015,2026-01-24,Present,No,NO
ATT01559,DLI22SDA000058,2025-01-26,Present,NO,No
ATT05309,DLI24SDA000002,2024-09-22,Present,No,no
ATT09709,DLI25SDA000038,2025-08-17,Present,no,No
ATT10892,DLI99SDA009999,2025-04-12,Absent,no,N
ATT09285,DLI25SDA000020,2025-12-08,Present,No,No
ATT10725,DLI26SDA000067,2026-07-25,Present,Yes,NO
ATT01743,DLI22SDA000065,2024-11-17,Present,N,no
ATT05062,DLI23SDA000067,2024-08-24,Present,No,No
ATT05641,DLI24SDA000008,2025-10-16,Absent,No,no
ATT01853,DLI22SDA000069,2024-12-07,Present,no,No
ATT07370,DLI24SDA000042,2025-08-24,Present,N,No
ATT09306,DLI25SDA000021,2025-10-05,Present,N,No
ATT05336,DLI24SDA000002,2025-11-15,Present,Yes,No
ATT10376,DLI25SDA000065,2026-05-02,Present,No,NO
ATT10225,DLI25SDA000059,2026-01-31,Present,NO,No
ATT06432,DLI24SDA000024,2024-10-04,Present,N,no
ATT06993,DLI24SDA000035,2024-10-04,Present,N,no
ATT07008,DLI24SDA000035,2025-04-12,Present,NO,No
ATT00258,DLI22SDA000010,2024-11-17,present,NO,N
ATT07238,DLI24SDA000039,2026-07-18,Present,YES,No
ATT01210,DLI22SDA000045,2025-03-02,Present,no,NO
ATT05338,DLI24SDA000002,2026-01-03,Present,No,NO
ATT07339,DLI24SDA000041,2026-07-11,Present,NO,N
ATT06882,DLI24SDA000032,2026-07-25,Present,no,NO
ATT05060,DLI23SDA000067,2024-08-08,Present,Yes,no
ATT04291,DLI23SDA000051,2024-08-04,Present,N,N
ATT04099,DLI23SDA000047,2024-08-04,ABSENT,No,No
ATT05839,DLI24SDA000012,2025-08-17,Present,No,N
ATT09323,DLI25SDA000021,2026-07-18,Present,No,N
ATT02360,DLI23SDA000010,2026-01-17,Present,No,NO
ATT10898,DLI25SDA008947,2026-02-28,PRESENT,No,N
ATT07254,DLI24SDA000040,2024-11-17,Absent,N,Yes
ATT07415,DLI24SDA000043,2025-03-29,Present,no,no
ATT08688,DLI24SDA000068,2025-02-01,Present,N,N
ATT04042,DLI23SDA000045,2026-01-31,Present,No,NO
ATT07715,DLI24SDA000049,2024-12-07,Present,no,No
ATT05790,DLI24SDA000011,2025-09-06,Present,No,N
ATT06304,DLI24SDA000021,2025-10-16,Present,no,NO
ATT04905,DLI23SDA000063,2026-01-24,Absent,No,No
ATT09924,DLI25SDA000046,2026-07-25,Present,No,NO
ATT02367,DLI23SDA000010,2026-04-18,Present,No,no
ATT01689,DLI22SDA000063,2024-11-17,absent,no,yes
ATT06408,DLI24SDA000023,2025-12-08,Present,No,No
ATT06380,DLI24SDA000023,2024-09-22,Present,N,N
ATT06806,DLI24SDA000031,2025-05-03,absent,N,no
ATT07741,DLI24SDA000049,2026-03-21,PRESENT,no,no
ATT07813,DLI24SDA000051,2024-10-31,Present,N,No
ATT02445,DLI23SDA000012,2025-05-10,Present,N,N
ATT05050,DLI23SDA000066,2026-01-31,Present,yes,N
ATT01796,DLI22SDA000067,2024-11-10,Present,No,No
ATT08657,DLI24SDA000067,2026-02-08,Present,No,No
ATT10770,DLI23SDA009970,2025-12-08,PRESENT,no,Y
ATT05410,DLI24SDA000004,2024-09-14,Present,NO,No
ATT01367,DLI22SDA000051,2024-12-07,Present,No,No
ATT09394,DLI25SDA000024,2026-07-11,Present,No,No
ATT09129,DLI25SDA000013,2026-05-17,Absent,No,Yes
ATT06108,DLI24SDA000017,2026-02-28,P,No,No
ATT00881,DLI22SDA000033,2024-12-07,Present,No,No
ATT05412,DLI24SDA000004,2024-10-04,Absent,No,NO
ATT10627,DLI26SDA000035,2026-07-11,Present,No,No
ATT06273,DLI24SDA000021,2024-08-17,Present,N,N
ATT07361,DLI24SDA000042,2025-01-26,Present,No,no
ATT04188,DLI23SDA000048,2026-02-28,Present,no,NO
ATT09863,DLI25SDA000044,2026-01-17,Present,No,No
ATT01282,DLI22SDA000048,2024-10-31,present,N,No
ATT00042,DLI22SDA000002,2024-11-17,Present,no,no
ATT02197,DLI23SDA000007,2025-01-05,Present,Y,N
ATT08444,DLI24SDA000063,2025-09-28,present,No,N
ATT10798,DLI23SDA009802,2026-07-25,PRESENT,no,No
ATT10754,DLI99SDA009999,2025-09-28,Present,N,Y
ATT05723,DLI24SDA000010,2024-11-10,Present,N,no
ATT05903,DLI24SDA000013,2026-02-08,Absent,NO,No
ATT08101,DLI24SDA000056,2026-04-25,Present,No,no
ATT02169,DLI23SDA000006,2026-01-24,Present,No,NO
ATT08350,DLI24SDA000061,2026-01-31,Present,no,N
ATT09830,DLI25SDA000043,2025-08-24,Present,YES,No
ATT09599,DLI25SDA000033,2026-01-17,Absent,No,No
ATT03706,DLI23SDA000038,2026-01-31,Present,NO,N
ATT06863,DLI24SDA000032,2025-09-28,Present,No,NO
ATT05357,DLI24SDA000003,2024-09-01,Present,NO,NO
ATT09911,DLI25SDA000046,2026-01-17,Present,NO,no
ATT02981,DLI23SDA000023,2025-11-15,Present,no,NO
ATT01837,DLI22SDA000069,2024-08-04,Present,No,N
ATT04285,DLI23SDA000050,2026-03-21,Present,No,NO
ATT04400,DLI23SDA000053,2024-11-10,Present,no,no
ATT06202,DLI24SDA000019,2025-10-16,present,no,no
ATT02038,DLI23SDA000004,2024-08-24,Present,No,no
ATT06934,DLI24SDA000034,2024-08-04,Present,NO,No
ATT01484,DLI22SDA000055,2025-05-03,Present,NO,no
ATT01868,DLI22SDA000070,2024-09-01,Present,N,N
ATT07758,DLI24SDA000050,2024-10-04,Present,YES,N
ATT09132,DLI25SDA000013,2026-07-25,Present,no,No
ATT07366,DLI24SDA000042,2025-04-27,Present,NO,NO
ATT04458,DLI23SDA000054,2025-04-12,Present,NO,No
ATT04851,DLI23SDA000062,2025-10-05,Present,no,No
ATT02460,DLI23SDA000012,2026-02-28,Present,NO,no
ATT10025,DLI25SDA000051,2025-09-28,P,NO,No
ATT04077,DLI23SDA000046,2025-05-10,Present,no,No
ATT01218,DLI22SDA000046,2024-08-17,Present,YES,No
ATT08343,DLI24SDA000061,2025-10-05,Present,No,No
ATT09194,DLI25SDA000016,2026-02-08,Present,no,No
ATT09352,DLI25SDA000023,2025-09-21,Present,Yes,No
ATT07609,DLI24SDA000047,2024-10-31,Absent,NO,No
ATT02496,DLI23SDA000013,2025-09-06,Present,NO,No
ATT03588,DLI23SDA000036,2024-12-15,Present,NO,no
ATT01804,DLI22SDA000067,2025-03-02,Absent,No,No
ATT09909,DLI25SDA000046,2025-12-08,Present,NO,N
ATT10383,DLI25SDA000066,2025-09-06,Present,NO,no
ATT06258,DLI24SDA000020,2026-01-24,Present,no,NO
ATT00697,DLI22SDA000026,2025-03-02,present,no,No
ATT09974,DLI25SDA000049,2025-08-24,Present,N,No
ATT06582,DLI24SDA000027,2024-09-08,Present,no,N
ATT01342,DLI22SDA000050,2025-01-05,Present,no,No
ATT07542,DLI24SDA000045,2026-05-17,Absent,NO,No
ATT06178,DLI24SDA000019,2024-10-13,Present,Yes,No
ATT06566,DLI24SDA000026,2026-02-08,Present,No,NO
ATT03176,DLI23SDA000027,2026-01-17,Present,No,no
ATT06158,DLI24SDA000018,2026-02-08,Present,no,no
ATT04520,DLI23SDA000055,2026-01-17,PRESENT,No,no
ATT00539,DLI22SDA000020,2025-05-03,Present,no,No
ATT00464,DLI22SDA000018,2024-09-01,Present,no,N
ATT00940,DLI22SDA000035,2025-03-02,Absent,No,No
ATT01968,DLI23SDA000002,2025-09-06,Present,N,No
ATT02135,DLI23SDA000006,2024-09-01,Present,No,No
ATT01480,DLI22SDA000055,2025-03-02,ABSENT,NO,no
ATT00806,DLI22SDA000030,2025-03-29,Present,N,N
ATT03882,DLI23SDA000042,2025-04-12,Present,N,N
ATT08241,DLI24SDA000059,2025-10-05,Present,No,No
ATT09000,DLI25SDA000008,2026-01-24,Present,N,No
ATT07168,DLI24SDA000038,2025-09-21,Absent,No,No
ATT07369,DLI24SDA000042,2025-08-17,Present,no,No
ATT05777,DLI24SDA000011,2024-12-07,Present,NO,NO
ATT02032,DLI23SDA000003,2026-04-25,Present,NO,NO
ATT01263,DLI22SDA000047,2025-02-01,Present,no,NO
ATT05882,DLI24SDA000013,2025-01-26,Present,NO,No
ATT08550,DLI24SDA000065,2025-12-08,Present,NO,No
ATT07798,DLI24SDA000050,2026-07-11,Present,no,no
ATT04387,DLI23SDA000053,2024-08-04,Present,N,No
ATT03564,DLI23SDA000035,2026-02-28,P,NO,No
ATT05611,DLI24SDA000008,2024-08-24,Present,no,N
ATT07917,DLI24SDA000053,2024-11-17,Present,no,No
ATT05475,DLI24SDA000005,2025-02-01,P,N,NO
ATT10490,DLI25SDA000070,2026-02-08,Present,N,No
ATT05459,DLI24SDA000005,2024-09-01,Present,no,No
ATT02474,DLI23SDA000013,2024-09-22,Present,No,no
ATT10179,DLI25SDA000057,2026-02-28,Present,No,No
ATT05817,DLI24SDA000012,2024-09-08,Present,No,NO
ATT00956,DLI22SDA000036,2024-10-20,Present,no,no
ATT08316,DLI24SDA000061,2024-09-08,Absent,No,no
ATT00234,DLI22SDA000009,2024-12-15,Present,No,no
ATT06116,DLI24SDA000017,2026-07-18,Present,No,No
ATT04909,DLI23SDA000063,2026-03-21,ABSENT,No,No
ATT01940,DLI23SDA000002,2024-08-08,Present,NO,NO
ATT06373,DLI24SDA000023,2024-08-04,Present,YES,N
ATT05016,DLI23SDA000066,2024-09-08,Present,No,No
ATT00320,DLI22SDA000012,2025-03-29,Present,No,No
ATT01412,DLI22SDA000053,2024-09-22,Present,no,No
ATT01001,DLI22SDA000038,2024-08-08,Present,yes,no
ATT06150,DLI24SDA000018,2025-10-05,Present,no,No
ATT08514,DLI24SDA000064,2026-07-25,PRESENT,NO,No
ATT06354,DLI24SDA000022,2025-10-05,Present,No,NO
ATT09700,DLI25SDA000037,2026-03-21,P,no,no
ATT07914,DLI24SDA000053,2024-10-26,Present,No,No
ATT10449,DLI25SDA000068,2026-05-17,PRESENT,NO,No
ATT09641,DLI25SDA000035,2025-09-28,Present,NO,no
ATT01328,DLI22SDA000050,2024-09-01,PRESENT,NO,No
ATT01667,DLI22SDA000062,2025-01-26,Present,N,N
ATT03548,DLI23SDA000035,2025-05-03,Absent,No,no
ATT02370,DLI23SDA000010,2026-05-17,Present,no,No
ATT04608,DLI23SDA000057,2025-09-06,Present,No,No
ATT05406,DLI24SDA000004,2024-08-17,Present,N,No
ATT07480,DLI24SDA000044,2026-01-03,Absent,No,NO
ATT01911,DLI23SDA000001,2025-02-01,Present,NO,N
ATT00840,DLI22SDA000032,2024-08-17,Present,N,No
ATT07888,DLI24SDA000052,2026-01-03,Present,NO,No
ATT02131,DLI23SDA000006,2024-08-04,Present,no,No
ATT02704,DLI23SDA000017,2026-04-25,Present,Y,N
ATT08148,DLI24SDA000057,2026-02-28,Present,no,No
ATT01442,DLI22SDA000054,2024-10-20,Present,No,No
ATT06351,DLI24SDA000022,2025-09-06,Present,no,No
ATT05799,DLI24SDA000011,2026-01-24,Present,No,N
ATT10224,DLI25SDA000059,2026-01-24,Absent,NO,no
ATT08381,DLI24SDA000062,2025-01-26,Present,NO,No
ATT10446,DLI25SDA000068,2026-04-18,present,No,no
ATT02450,DLI23SDA000012,2025-09-28,Present,NO,No
ATT10418,DLI25SDA000067,2026-02-08,Present,No,No
ATT02891,DLI23SDA000021,2026-02-08,Present,no,No
ATT05951,DLI24SDA000014,2026-01-17,Absent,No,No
ATT10625,DLI26SDA000034,2026-07-18,Present,no,No
ATT01248,DLI22SDA000047,2024-09-08,Absent,No,YES
ATT02848,DLI23SDA000020,2026-04-25,Present,No,no
ATT01341,DLI22SDA000050,2024-12-15,PRESENT,NO,NO
ATT00029,DLI22SDA000002,2024-08-08,Present,NO,NO
ATT04910,DLI23SDA000063,2026-03-28,Present,No,No
ATT10164,DLI25SDA000056,2026-07-25,Present,NO,N
ATT02395,DLI23SDA000011,2025-04-27,Present,No,NO
ATT00578,DLI22SDA000022,2024-10-20,Present,No,NO
ATT06335,DLI24SDA000022,2024-11-10,Present,N,No
ATT07918,DLI24SDA000053,2024-11-30,Present,NO,No
ATT02980,DLI23SDA000023,2025-10-16,Present,no,no
ATT08975,DLI25SDA000007,2026-01-17,Absent,No,N
ATT03781,DLI23SDA000040,2025-01-05,Present,No,No
ATT09462,DLI25SDA000027,2026-04-18,Absent,N,No
ATT01598,DLI22SDA000060,2024-09-01,Present,NO,no
ATT03047,DLI23SDA000025,2024-09-01,PRESENT,No,No
ATT02010,DLI23SDA000003,2025-04-12,present,No,NO
ATT00220,DLI22SDA000009,2024-08-24,present,No,N
ATT05658,DLI24SDA000008,2026-07-25,Present,No,NO
ATT02612,DLI23SDA000016,2024-08-08,Present,NO,N
ATT00004,DLI22SDA000001,2024-08-24,Present,NO,No
ATT09752,DLI25SDA000039,2026-05-02,Present,no,No
ATT09794,DLI25SDA000041,2026-02-08,ABSENT,N,NO
ATT09742,DLI25SDA000039,2026-01-03,present,no,No
ATT04805,DLI23SDA000061,2025-11-15,Present,No,NO
ATT02689,DLI23SDA000017,2025-09-21,ABSENT,No,No
ATT06400,DLI24SDA000023,2025-08-17,Present,No,N
ATT09869,DLI25SDA000044,2026-03-28,Present,No,No
ATT10895,DLI25SDA008572,2026-03-28,Present,No,Yes
ATT05515,DLI24SDA000006,2024-10-13,Present,N,NO
ATT05526,DLI24SDA000006,2025-02-01,Absent,No,No
ATT06245,DLI24SDA000020,2025-05-03,Absent,N,N
ATT10736,DLI25SDA009233,2025-11-15,P,Yes,N
ATT00242,DLI22SDA000009,2025-05-03,PRESENT,No,N
ATT06025,DLI24SDA000016,2024-10-13,present,N,NO
ATT04513,DLI23SDA000055,2025-09-21,Present,N,No
ATT10004,DLI25SDA000050,2025-11-15,Present,no,N
ATT04539,DLI23SDA000056,2024-10-04,Present,No,No
ATT04473,DLI23SDA000054,2026-01-24,Present,no,No
ATT03409,DLI23SDA000032,2025-09-21,Present,No,no
ATT04358,DLI23SDA000052,2025-01-26,present,NO,No
ATT06021,DLI24SDA000016,2024-09-08,Absent,NO,Y
ATT08107,DLI24SDA000057,2024-08-04,Present,No,No
ATT08723,DLI24SDA000069,2024-09-01,Absent,no,Yes
ATT05106,DLI23SDA000067,2026-05-17,Present,no,No
ATT10688,DLI26SDA000055,2026-07-18,Present,No,N
ATT00378,DLI22SDA000014,2025-05-10,Present,no,No
ATT06342,DLI24SDA000022,2025-02-01,Present,no,NO
ATT03606,DLI23SDA000036,2025-12-08,Present,NO,No
ATT04220,DLI23SDA000049,2025-05-03,Present,N,No
ATT10307,DLI25SDA000062,2026-07-18,Present,No,No
ATT10214,DLI25SDA000059,2025-08-24,Present,No,N
ATT10124,DLI25SDA000055,2025-11-15,Present,NO,No
ATT07426,DLI24SDA000043,2025-10-16,Present,NO,No
ATT03839,DLI23SDA000041,2025-08-24,Present,NO,No
ATT00705,DLI22SDA000027,2024-08-17,Present,No,no
ATT06798,DLI24SDA000031,2024-12-15,Present,no,N
ATT02234,DLI23SDA000008,2024-09-22,Present,No,NO
ATT10803,DLI25SDA008947,2025-12-08,P,N,Y
ATT09508,DLI25SDA000029,2026-03-21,Present,no,No
